PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title
578,1,1,"Silvey, William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,E44,S,Mrs
579,0,3,"Caram, Joseph (Maria Elias)",female,28.0,1,0,2689,14.4583,None,C,Mrs
580,1,3,"Jussila, Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,None,S,Mr
581,1,2,"Christy, Julie Rachel",female,25.0,1,1,237789,30.0,None,S,Miss
582,1,1,"Thayer, John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,65.6344,C68,C,Mrs
583,0,2,"Downton, William James",male,54.0,0,0,28403,26.0,None,S,Mr
584,0,1,"Ross, John Hugo",male,36.0,0,0,13049,40.125,A10,C,Mr
585,0,3,"Paulner, Uscher",male,28.0,0,0,3411,8.7125,None,C,Mr
586,1,1,"Taussig, Ruth",female,18.0,0,2,110413,65.6344,E68,S,Miss
587,0,2,"Jarvis, John Denzil",male,47.0,0,0,237565,15.0,None,S,Mr
588,1,1,"Frolicher-Stehli, Maxmillian",male,60.0,1,1,13567,65.6344,B41,C,Mr
589,0,3,"Gilinski, Eliezer",male,22.0,0,0,14973,8.05,None,S,Mr
590,0,3,"Murdlin, Joseph",male,28.0,0,0,A./5. 3235,8.05,None,S,Mr
591,0,3,"Rintamaki, Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,None,S,Mr
592,1,1,"Stephenson, Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,65.6344,D20,C,Mrs
593,0,3,"Elsbury, William James",male,47.0,0,0,A/5 3902,7.25,None,S,Mr
594,0,3,"Bourke, Mary",female,28.0,0,2,364848,7.75,None,Q,Miss
595,0,2,"Chapman, John Henry",male,37.0,1,0,SC/AH 29037,26.0,None,S,Mr
596,0,3,"Van Impe, Jean Baptiste",male,36.0,1,1,345773,24.15,None,S,Mr
597,1,2,"Leitch, Jessie Wills",female,28.0,0,0,248727,33.0,None,S,Miss
598,0,3,"Johnson, Alfred",male,49.0,0,0,LINE,0.0,None,S,Mr
599,0,3,"Boulos, Hanna",male,28.0,0,0,2664,7.225,None,C,Mr
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,A20,C,Rare
601,1,2,"Jacobsohn, Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,None,S,Mrs
602,0,3,"Slabenoff, Petco",male,28.0,0,0,349214,7.8958,None,S,Mr
603,0,1,"Harrington, Charles H",male,28.0,0,0,113796,42.4,None,S,Mr
604,0,3,"Torber, Ernst William",male,44.0,0,0,364511,8.05,None,S,Mr
605,1,1,"Homer, Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.55,None,C,Mr
606,0,3,"Lindell, Edvard Bengtsson",male,36.0,1,0,349910,15.55,None,S,Mr
607,0,3,"Karaic, Milan",male,30.0,0,0,349246,7.8958,None,S,Mr
608,1,1,"Daniel, Robert Williams",male,27.0,0,0,113804,30.5,None,S,Mr
609,1,2,"Laroche, Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,None,C,Mrs
610,1,1,"Shutes, Elizabeth W",female,40.0,0,0,PC 17582,65.6344,C125,S,Miss
611,0,3,"Andersson, Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,None,S,Mrs
612,0,3,"Jardin, Jose Neto",male,28.0,0,0,SOTON/O.Q. 3101305,7.05,None,S,Mr
613,1,3,"Murphy, Margaret Jane",female,28.0,1,0,367230,15.5,None,Q,Miss
614,0,3,"Horgan, John",male,28.0,0,0,370377,7.75,None,Q,Mr
615,0,3,"Brocklebank, William Alfred",male,35.0,0,0,364512,8.05,None,S,Mr
616,1,2,"Herman, Alice",female,24.0,1,2,220845,65.0,None,S,Miss
617,0,3,"Danbom, Ernst Gilbert",male,34.0,1,1,347080,14.4,None,S,Mr
618,0,3,"Lobb, William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,None,S,Mrs
619,1,2,"Becker, Marion Louise",female,4.0,2,1,230136,39.0,F4,S,Miss
620,0,2,"Gavey, Lawrence",male,26.0,0,0,31028,10.5,None,S,Mr
621,0,3,"Yasbeck, Antoni",male,27.0,1,0,2659,14.4542,None,C,Mr
622,1,1,"Kimball, Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,S,Mr
623,1,3,"Nakid, Sahid",male,20.0,1,1,2653,15.7417,None,C,Mr
624,0,3,"Hansen, Henry Damsgaard",male,21.0,0,0,350029,7.8542,None,S,Mr
625,0,3,"Bowen, David John ""Dai""",male,21.0,0,0,54636,16.1,None,S,Mr
626,0,1,"Sutton, Frederick",male,61.0,0,0,36963,32.3208,D50,S,Mr
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,None,Q,Rare
628,1,1,"Longley, Gretchen Fiske",female,21.0,0,0,13502,65.6344,D9,S,Miss
629,0,3,"Bostandyeff, Guentcho",male,26.0,0,0,349224,7.8958,None,S,Mr
630,0,3,"O'Connell, Patrick D",male,28.0,0,0,334912,7.7333,None,Q,Mr
631,1,1,"Barkworth, Algernon Henry Wilson",male,80.0,0,0,27042,30.0,A23,S,Mr
632,0,3,"Lundahl, Johan Svensson",male,51.0,0,0,347743,7.0542,None,S,Mr
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,B50,C,Rare
634,0,1,"Parr, William Henry Marsh",male,28.0,0,0,112052,0.0,None,S,Mr
635,0,3,"Skoog, Mabel",female,9.0,3,2,347088,27.9,None,S,Miss
636,1,2,"Davis, Mary",female,28.0,0,0,237668,13.0,None,S,Miss
637,0,3,"Leinonen, Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,None,S,Mr
638,0,2,"Collyer, Harvey",male,31.0,1,1,C.A. 31921,26.25,None,S,Mr
639,0,3,"Panula, Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,None,S,Mrs
640,0,3,"Thorneycroft, Percival",male,28.0,1,0,376564,16.1,None,S,Mr
641,0,3,"Jensen, Hans Peder",male,20.0,0,0,350050,7.8542,None,S,Mr
642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477,65.6344,B35,C,Miss
643,0,3,"Skoog, Margit Elizabeth",female,2.0,3,2,347088,27.9,None,S,Miss
644,1,3,"Foo, Choong",male,28.0,0,0,1601,56.4958,None,S,Mr
645,1,3,"Baclini, Eugenie",female,0.75,2,1,2666,19.2583,None,C,Miss
646,1,1,"Harper, Henry Sleeper",male,48.0,1,0,PC 17572,65.6344,D33,C,Mr
647,0,3,"Cor, Liudevit",male,19.0,0,0,349231,7.8958,None,S,Mr
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,A26,C,Rare
649,0,3,"Willey, Edward",male,28.0,0,0,S.O./P.P. 751,7.55,None,S,Mr
650,1,3,"Stanley, Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,None,S,Miss
651,0,3,"Mitkoff, Mito",male,28.0,0,0,349221,7.8958,None,S,Mr
652,1,2,"Doling, Elsie",female,18.0,0,1,231919,23.0,None,S,Miss
653,0,3,"Kalvik, Johannes Halvorsen",male,21.0,0,0,8475,8.4333,None,S,Mr
654,1,3,"O'Leary, Hanora ""Norah""",female,28.0,0,0,330919,7.8292,None,Q,Miss
655,0,3,"Hegarty, Hanora ""Nora""",female,18.0,0,0,365226,6.75,None,Q,Miss
656,0,2,"Hickman, Leonard Mark",male,24.0,2,0,S.O.C. 14879,65.6344,None,S,Mr
657,0,3,"Radeff, Alexander",male,28.0,0,0,349223,7.8958,None,S,Mr
658,0,3,"Bourke, John (Catherine)",female,32.0,1,1,364849,15.5,None,Q,Mrs
659,0,2,"Eitemiller, George Floyd",male,23.0,0,0,29751,13.0,None,S,Mr
660,0,1,"Newell, Arthur Webster",male,58.0,0,2,35273,65.6344,D48,C,Mr
661,1,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611,65.6344,None,S,Rare
662,0,3,"Badt, Mohamed",male,40.0,0,0,2623,7.225,None,C,Mr
663,0,1,"Colley, Edward Pomeroy",male,47.0,0,0,5727,25.5875,E58,S,Mr
664,0,3,"Coleff, Peju",male,36.0,0,0,349210,7.4958,None,S,Mr
665,1,3,"Lindqvist, Eino William",male,20.0,1,0,STON/O 2. 3101285,7.925,None,S,Mr
666,0,2,"Hickman, Lewis",male,32.0,2,0,S.O.C. 14879,65.6344,None,S,Mr
667,0,2,"Butler, Reginald Fenton",male,25.0,0,0,234686,13.0,None,S,Mr
668,0,3,"Rommetvedt, Knud Paust",male,28.0,0,0,312993,7.775,None,S,Mr
669,0,3,"Cook, Jacob",male,43.0,0,0,A/5 3536,8.05,None,S,Mr
670,1,1,"Taylor, Elmer Zebley (Juliet Cummins Wright)",female,28.0,1,0,19996,52.0,C126,S,Mrs
671,1,2,"Brown, Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,None,S,Mrs
672,0,1,"Davidson, Thornton",male,31.0,1,0,F.C. 12750,52.0,B71,S,Mr
673,0,2,"Mitchell, Henry Michael",male,70.0,0,0,C.A. 24580,10.5,None,S,Mr
674,1,2,"Wilhelms, Charles",male,31.0,0,0,244270,13.0,None,S,Mr
675,0,2,"Watson, Ennis Hastings",male,28.0,0,0,239856,0.0,None,S,Mr
676,0,3,"Edvardsson, Gustaf Hjalmar",male,18.0,0,0,349912,7.775,None,S,Mr
677,0,3,"Sawyer, Frederick Charles",male,24.5,0,0,342826,8.05,None,S,Mr
678,1,3,"Turja, Anna Sofia",female,18.0,0,0,4138,9.8417,None,S,Miss
679,0,3,"Goodwin, Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,None,S,Mrs
680,1,1,"Cardeza, Thomas Drake Martinez",male,36.0,0,1,PC 17755,65.6344,B51 B53 B55,C,Mr
681,0,3,"Peters, Katie",female,28.0,0,0,330935,8.1375,None,Q,Miss
682,1,1,"Hassab, Hammad",male,27.0,0,0,PC 17572,65.6344,D49,C,Mr
683,0,3,"Olsvigen, Thor Anderson",male,20.0,0,0,6563,9.225,None,S,Mr
684,0,3,"Goodwin, Charles Edward",male,14.0,5,2,CA 2144,46.9,None,S,Mr
685,0,2,"Brown, Thomas William Solomon",male,60.0,1,1,29750,39.0,None,S,Mr
686,0,2,"Laroche, Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,None,C,Mr
687,0,3,"Panula, Jaako Arnold",male,14.0,4,1,3101295,39.6875,None,S,Mr
688,0,3,"Dakic, Branko",male,19.0,0,0,349228,10.1708,None,S,Mr
689,0,3,"Fischer, Eberhard Thelander",male,18.0,0,0,350036,7.7958,None,S,Mr
690,1,1,"Madill, Georgette Alexandra",female,15.0,0,1,24160,65.6344,B5,S,Miss
691,1,1,"Dick, Albert Adrian",male,31.0,1,0,17474,57.0,B20,S,Mr
692,1,3,"Karun, Manca",female,4.0,0,1,349256,13.4167,None,C,Miss
693,1,3,"Lam, Ali",male,28.0,0,0,1601,56.4958,None,S,Mr
694,0,3,"Saad, Khalil",male,25.0,0,0,2672,7.225,None,C,Mr
695,0,1,"Weir, Col. John",male,60.0,0,0,113800,26.55,None,S,Rare
696,0,2,"Chapman, Charles Henry",male,52.0,0,0,248731,13.5,None,S,Mr
697,0,3,"Kelly, James",male,44.0,0,0,363592,8.05,None,S,Mr
698,1,3,"Mullens, Katherine ""Katie""",female,28.0,0,0,35852,7.7333,None,Q,Miss
699,0,1,"Thayer, John Borland",male,49.0,1,1,17421,65.6344,C68,C,Mr
700,0,3,"Humblen, Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S,Mr
701,1,1,"Astor, John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,65.6344,C62 C64,C,Mrs
702,1,1,"Silverthorne, Spencer Victor",male,35.0,0,0,PC 17475,26.2875,E24,S,Mr
703,0,3,"Barbara, Saiide",female,18.0,0,1,2691,14.4542,None,C,Miss
704,0,3,"Gallagher, Martin",male,25.0,0,0,36864,7.7417,None,Q,Mr
705,0,3,"Hansen, Henrik Juul",male,26.0,1,0,350025,7.8542,None,S,Mr
706,0,2,"Morley, Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,None,S,Mr
707,1,2,"Kelly, Florence ""Fannie""",female,45.0,0,0,223596,13.5,None,S,Mrs
708,1,1,"Calderhead, Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S,Mr
709,1,1,"Cleaver, Alice",female,22.0,0,0,113781,65.6344,None,S,Miss
710,1,3,"Moubarek, Halim Gonios (""William George"")",male,28.0,1,1,2661,15.2458,None,C,Master
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs De Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C,Miss
712,0,1,"Klaber, Herman",male,28.0,0,0,113028,26.55,C124,S,Mr
713,1,1,"Taylor, Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S,Mr
714,0,3,"Larsson, August Viktor",male,29.0,0,0,7545,9.4833,None,S,Mr
715,0,2,"Greenberg, Samuel",male,52.0,0,0,250647,13.0,None,S,Mr
716,0,3,"Soholt, Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,S,Mr
717,1,1,"Endres, Caroline Louise",female,38.0,0,0,PC 17757,65.6344,C45,C,Miss
718,1,2,"Troutt, Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S,Miss
719,0,3,"Mcevoy, Michael",male,28.0,0,0,36568,15.5,None,Q,Mr
720,0,3,"Johnson, Malkolm Joackim",male,33.0,0,0,347062,7.775,None,S,Mr
721,1,2,"Harper, Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,None,S,Miss
722,0,3,"Jensen, Svend Lauritz",male,17.0,1,0,350048,7.0542,None,S,Mr
723,0,2,"Gillespie, William Henry",male,34.0,0,0,12233,13.0,None,S,Mr
724,0,2,"Hodges, Henry Price",male,50.0,0,0,250643,13.0,None,S,Mr
725,1,1,"Chambers, Norman Campbell",male,27.0,1,0,113806,53.1,E8,S,Mr
726,0,3,"Oreskovic, Luka",male,20.0,0,0,315094,8.6625,None,S,Mr
727,1,2,"Renouf, Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,None,S,Mrs
728,1,3,"Mannion, Margareth",female,28.0,0,0,36866,7.7375,None,Q,Miss
729,0,2,"Bryhl, Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,None,S,Mr
730,0,3,"Ilmakangas, Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,None,S,Miss
731,1,1,"Allen, Elisabeth Walton",female,29.0,0,0,24160,65.6344,B5,S,Miss
732,0,3,"Hassan, Houssein G N",male,11.0,0,0,2699,18.7875,None,C,Mr
733,0,2,"Knight, Robert J",male,28.0,0,0,239855,0.0,None,S,Mr
734,0,2,"Berriman, William John",male,23.0,0,0,28425,13.0,None,S,Mr
735,0,2,"Troupiansky, Moses Aaron",male,23.0,0,0,233639,13.0,None,S,Mr
736,0,3,"Williams, Leslie",male,28.5,0,0,54636,16.1,None,S,Mr
737,0,3,"Ford, Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,None,S,Mrs
738,1,1,"Lesurer, Gustave J",male,35.0,0,0,PC 17755,65.6344,B101,C,Mr
739,0,3,"Ivanoff, Kanio",male,28.0,0,0,349201,7.8958,None,S,Mr
740,0,3,"Nankoff, Minko",male,28.0,0,0,349218,7.8958,None,S,Mr
741,1,1,"Hawksford, Walter James",male,28.0,0,0,16988,30.0,D45,S,Mr
742,0,1,"Cavendish, Tyrell William",male,36.0,1,0,19877,65.6344,C46,S,Mr
743,1,1,"Ryerson, Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,65.6344,B57 B59 B63 B66,C,Miss
744,0,3,"Mcnamee, Neal",male,24.0,1,0,376566,16.1,None,S,Mr
745,1,3,"Stranden, Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,None,S,Mr
746,0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,65.6344,B22,S,Rare
747,0,3,"Abbott, Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,None,S,Mr
748,1,2,"Sinkkonen, Anna",female,30.0,0,0,250648,13.0,None,S,Miss
749,0,1,"Marvin, Daniel Warner",male,19.0,1,0,113773,53.1,D30,S,Mr
750,0,3,"Connaghton, Michael",male,31.0,0,0,335097,7.75,None,Q,Mr
751,1,2,"Wells, Joan",female,4.0,1,1,29103,23.0,None,S,Miss
752,1,3,"Moor, Meier",male,6.0,0,1,392096,12.475,E121,S,Master
753,0,3,"Vande Velde, Johannes Joseph",male,33.0,0,0,345780,9.5,None,S,Mr
754,0,3,"Jonkoff, Lalio",male,23.0,0,0,349204,7.8958,None,S,Mr
755,1,2,"Herman, Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,None,S,Mrs
756,1,2,"Hamalainen, Viljo",male,0.67,1,1,250649,14.5,None,S,Master
757,0,3,"Carlsson, August Sigfrid",male,28.0,0,0,350042,7.7958,None,S,Mr
758,0,2,"Bailey, Percy Andrew",male,18.0,0,0,29108,11.5,None,S,Mr
759,0,3,"Theobald, Thomas Leonard",male,34.0,0,0,363294,8.05,None,S,Mr
760,1,1,"Rothes, The Countess. Of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,65.6344,B77,S,Rare
761,0,3,"Garfirth, John",male,28.0,0,0,358585,14.5,None,S,Mr
762,0,3,"Nirva, Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,None,S,Mr
763,1,3,"Barah, Hanna Assi",male,20.0,0,0,2663,7.2292,None,C,Mr
764,1,1,"Carter, William Ernest (Lucile Polk)",female,36.0,1,2,113760,65.6344,B96 B98,S,Mrs
765,0,3,"Eklund, Hans Linus",male,16.0,0,0,347074,7.775,None,S,Mr
766,1,1,"Hogeboom, John C (Anna Andrews)",female,51.0,1,0,13502,65.6344,D11,S,Mrs
767,0,1,"Brewe, Dr. Arthur Jackson",male,28.0,0,0,112379,39.6,None,C,Rare
768,0,3,"Mangan, Mary",female,30.5,0,0,364850,7.75,None,Q,Miss
769,0,3,"Moran, Daniel J",male,28.0,1,0,371110,24.15,None,Q,Mr
770,0,3,"Gronnestad, Daniel Danielsen",male,32.0,0,0,8471,8.3625,None,S,Mr
771,0,3,"Lievens, Rene Aime",male,24.0,0,0,345781,9.5,None,S,Mr
772,0,3,"Jensen, Niels Peder",male,48.0,0,0,350047,7.8542,None,S,Mr
773,0,2,"Mack, (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,Mrs
774,0,3,"Elias, Dibo",male,28.0,0,0,2674,7.225,None,C,Mr
775,1,2,"Hocking, Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,None,S,Mrs
776,0,3,"Myhrman, Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,None,S,Mr
777,0,3,"Tobin, Roger",male,28.0,0,0,383121,7.75,F38,Q,Mr
778,1,3,"Emanuel, Virginia Ethel",female,5.0,0,0,364516,12.475,None,S,Miss
779,0,3,"Kilgannon, Thomas J",male,28.0,0,0,36865,7.7375,None,Q,Mr
780,1,1,"Robert, Edward Scott (Elisabeth Walton Mcmillan)",female,43.0,0,1,24160,65.6344,B3,S,Mrs
781,1,3,"Ayoub, Banoura",female,13.0,0,0,2687,7.2292,None,C,Miss
782,1,1,"Dick, Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474,57.0,B20,S,Mrs
783,0,1,"Long, Milton Clyde",male,29.0,0,0,113501,30.0,D6,S,Mr
784,0,3,"Johnston, Andrew G",male,28.0,1,2,W./C. 6607,23.45,None,S,Mr
785,0,3,"Ali, William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,None,S,Mr
786,0,3,"Harmer, Abraham (David Lishin)",male,25.0,0,0,374887,7.25,None,S,Mr
787,1,3,"Sjoblom, Anna Sofia",female,18.0,0,0,3101265,7.4958,None,S,Miss
788,0,3,"Rice, George Hugh",male,8.0,4,1,382652,29.125,None,Q,Master
789,1,3,"Dean, Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,None,S,Master
790,0,1,"Guggenheim, Benjamin",male,46.0,0,0,PC 17593,65.6344,B82 B84,C,Mr
791,0,3,"Keane, Andrew ""Andy""",male,28.0,0,0,12460,7.75,None,Q,Mr
792,0,2,"Gaskell, Alfred",male,16.0,0,0,239865,26.0,None,S,Mr
793,0,3,"Sage, Stella Anna",female,28.0,8,2,CA. 2343,65.6344,None,S,Miss
794,0,1,"Hoyt, William Fisher",male,28.0,0,0,PC 17600,30.6958,None,C,Mr
795,0,3,"Dantcheff, Ristiu",male,25.0,0,0,349203,7.8958,None,S,Mr
796,0,2,"Otter, Richard",male,39.0,0,0,28213,13.0,None,S,Mr
797,1,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465,25.9292,D17,S,Rare
798,1,3,"Osman, Mara",female,31.0,0,0,349244,8.6833,None,S,Mrs
799,0,3,"Ibrahim Shawah, Yousseff",male,30.0,0,0,2685,7.2292,None,C,Mr
800,0,3,"Van Impe, Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,None,S,Mrs
801,0,2,"Ponesell, Martin",male,34.0,0,0,250647,13.0,None,S,Mr
802,1,2,"Collyer, Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,None,S,Mrs
803,1,1,"Carter, William Thornton Ii",male,11.0,1,2,113760,65.6344,B96 B98,S,Master
804,1,3,"Thomas, Assad Alexander",male,0.42,0,1,2625,8.5167,None,C,Master
805,1,3,"Hedman, Oskar Arvid",male,27.0,0,0,347089,6.975,None,S,Mr
806,0,3,"Johansson, Karl Johan",male,31.0,0,0,347063,7.775,None,S,Mr
807,0,1,"Andrews, Thomas Jr",male,39.0,0,0,112050,0.0,A36,S,Mr
808,0,3,"Pettersson, Ellen Natalia",female,18.0,0,0,347087,7.775,None,S,Miss
809,0,2,"Meyer, August",male,39.0,0,0,248723,13.0,None,S,Mr
810,1,1,"Chambers, Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,E8,S,Mrs
811,0,3,"Alexander, William",male,26.0,0,0,3474,7.8875,None,S,Mr
812,0,3,"Lester, James",male,39.0,0,0,A/4 48871,24.15,None,S,Mr
813,0,2,"Slemen, Richard James",male,35.0,0,0,28206,10.5,None,S,Mr
814,0,3,"Andersson, Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,None,S,Miss
815,0,3,"Tomlin, Ernest Portage",male,30.5,0,0,364499,8.05,None,S,Mr
816,0,1,"Fry, Richard",male,28.0,0,0,112058,0.0,B102,S,Mr
817,0,3,"Heininen, Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,None,S,Miss
818,0,2,"Mallet, Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,None,C,Mr
819,0,3,"Holm, John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,None,S,Mr
820,0,3,"Skoog, Karl Thorsten",male,10.0,3,2,347088,27.9,None,S,Master
821,1,1,"Hays, Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749,65.6344,B69,S,Mrs
822,1,3,"Lulic, Nikola",male,27.0,0,0,315098,8.6625,None,S,Mr
823,0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,None,S,Rare
824,1,3,"Moor, (Beila)",female,27.0,0,1,392096,12.475,E121,S,Mrs
825,0,3,"Panula, Urho Abraham",male,2.0,4,1,3101295,39.6875,None,S,Master
826,0,3,"Flynn, John",male,28.0,0,0,368323,6.95,None,Q,Mr
827,0,3,"Lam, Len",male,28.0,0,0,1601,56.4958,None,S,Mr
828,1,2,"Mallet, Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,None,C,Master
829,1,3,"Mccormack, Thomas Joseph",male,28.0,0,0,367228,7.75,None,Q,Mr
830,1,1,"Stone, George Nelson (Martha Evelyn)",female,62.0,0,0,113572,65.6344,B28,S,Mrs
831,1,3,"Yasbeck, Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,None,C,Mrs
832,1,2,"Richards, George Sibley",male,0.83,1,1,29106,18.75,None,S,Master
833,0,3,"Saad, Amin",male,28.0,0,0,2671,7.2292,None,C,Mr
834,0,3,"Augustsson, Albert",male,23.0,0,0,347468,7.8542,None,S,Mr
835,0,3,"Allum, Owen George",male,18.0,0,0,2223,8.3,None,S,Mr
836,1,1,"Compton, Sara Rebecca",female,39.0,1,1,PC 17756,65.6344,E49,C,Miss
837,0,3,"Pasic, Jakob",male,21.0,0,0,315097,8.6625,None,S,Mr
838,0,3,"Sirota, Maurice",male,28.0,0,0,392092,8.05,None,S,Mr
839,1,3,"Chip, Chang",male,32.0,0,0,1601,56.4958,None,S,Mr
840,1,1,"Marechal, Pierre",male,28.0,0,0,11774,29.7,C47,C,Mr
841,0,3,"Alhomaki, Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,None,S,Mr
842,0,2,"Mudd, Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,None,S,Mr
843,1,1,"Serepeca, Augusta",female,30.0,0,0,113798,31.0,None,C,Miss
844,0,3,"Lemberopolous, Peter L",male,34.5,0,0,2683,6.4375,None,C,Mr
845,0,3,"Culumovic, Jeso",male,17.0,0,0,315090,8.6625,None,S,Mr
846,0,3,"Abbing, Anthony",male,42.0,0,0,C.A. 5547,7.55,None,S,Mr
847,0,3,"Sage, Douglas Bullen",male,28.0,8,2,CA. 2343,65.6344,None,S,Mr
848,0,3,"Markoff, Marin",male,35.0,0,0,349213,7.8958,None,C,Mr
849,0,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,None,S,Rare
850,1,1,"Goldenberg, Samuel L (Edwiga Grabowska)",female,28.0,1,0,17453,65.6344,C92,C,Mrs
851,0,3,"Andersson, Sigvard Harald Elias",male,4.0,4,2,347082,31.275,None,S,Master
852,0,3,"Svensson, Johan",male,74.0,0,0,347060,7.775,None,S,Mr
853,0,3,"Boulos, Nourelain",female,9.0,1,1,2678,15.2458,None,C,Miss
854,1,1,"Lines, Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,S,Miss
855,0,2,"Carter, Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,None,S,Mrs
856,1,3,"Aks, Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,None,S,Mrs
857,1,1,"Wick, George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,65.6344,None,S,Mrs
858,1,1,"Daly, Peter Denis ",male,51.0,0,0,113055,26.55,E17,S,Mr
859,1,3,"Baclini, Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,None,C,Mrs
860,0,3,"Razi, Raihed",male,28.0,0,0,2629,7.2292,None,C,Mr
861,0,3,"Hansen, Claus Peter",male,41.0,2,0,350026,14.1083,None,S,Mr
862,0,2,"Giles, Frederick Edward",male,21.0,1,0,28134,11.5,None,S,Mr
863,1,1,"Swift, Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,D17,S,Mrs
864,0,3,"Sage, Dorothy Edith ""Dolly""",female,28.0,8,2,CA. 2343,65.6344,None,S,Miss
865,0,2,"Gill, John William",male,24.0,0,0,233866,13.0,None,S,Mr
866,1,2,"Bystrom, (Karolina)",female,42.0,0,0,236852,13.0,None,S,Mrs
867,1,2,"Duran Y More, Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,None,C,Miss
868,0,1,"Roebling, Washington Augustus Ii",male,31.0,0,0,PC 17590,50.4958,A24,S,Mr
